순,이름,연도,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR2,WPA
125,이병헌,23두, 0.16 , 36 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 27.0 , 16 , 14 , 126 , 25 , 7 , 0 , 2 , 22 , 0 , 1 , 28 , 0 , 3 , 4.67 , 4.89 , 1.74 , 87.3 , 83.0 , 0.16 , -0.86 
126,김승현,23K, 0.16 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12.2 , 6 , 6 , 57 , 11 , 2 , 0 , 1 , 10 , 0 , 1 , 7 , 0 , 1 , 4.26 , 5.97 , 1.66 , 96.9 , 69.2 , 0.16 , -0.02 
127,전용주,23K, 0.15 , 15 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 10.1 , 5 , 5 , 43 , 6 , 4 , 0 , 0 , 6 , 0 , 1 , 9 , 0 , 4 , 4.35 , 3.73 , 1.16 , 97.0 , 112.2 , 0.15 , 0.04 
128,백승건,23S, 0.14 , 25 , 0 , 0 , 2 , 2 , 2 , 0 , 3 , 38.0 , 24 , 21 , 170 , 41 , 5 , 0 , 7 , 17 , 0 , 0 , 29 , 0 , 0 , 4.97 , 5.65 , 1.53 , 84.1 , 75.8 , 0.14 , 0.18 
129,이재희,23삼, 0.14 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 8.0 , 3 , 3 , 33 , 4 , 1 , 0 , 1 , 5 , 0 , 0 , 5 , 0 , 1 , 3.38 , 5.69 , 1.13 , 125.5 , 73.7 , 0.14 , -0.06 
130,전사민,23N, 0.14 , 9 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 17.0 , 10 , 9 , 81 , 17 , 1 , 0 , 1 , 14 , 1 , 2 , 6 , 0 , 1 , 4.76 , 6.15 , 1.82 , 87.4 , 68.2 , 0.14 , -0.17 
131,문성현,23키, 0.14 , 32 , 0 , 0 , 0 , 2 , 2 , 0 , 2 , 28.1 , 16 , 13 , 134 , 25 , 3 , 0 , 2 , 20 , 2 , 2 , 21 , 0 , 2 , 4.13 , 5.00 , 1.59 , 99.4 , 81.7 , 0.14 , -0.70 
132,김태현,23N, 0.13 , 16 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 20.1 , 13 , 10 , 90 , 17 , 1 , 1 , 4 , 13 , 0 , 1 , 14 , 0 , 0 , 4.43 , 6.69 , 1.48 , 94.1 , 63.2 , 0.13 , -0.01 
133,이선우,23K, 0.13 , 22 , 0 , 0 , 4 , 0 , 2 , 0 , 0 , 37.1 , 20 , 18 , 169 , 47 , 6 , 0 , 5 , 9 , 0 , 4 , 24 , 0 , 0 , 4.34 , 4.94 , 1.50 , 97.3 , 84.0 , 0.13 , -0.66 
134,진해수,23L, 0.13 , 19 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 14.2 , 8 , 5 , 72 , 18 , 3 , 0 , 2 , 10 , 0 , 0 , 12 , 0 , 3 , 3.07 , 5.62 , 1.91 , 133.0 , 72.0 , 0.13 , -0.44 
135,이승현,23삼, 0.13 , 48 , 0 , 0 , 0 , 1 , 5 , 5 , 7 , 43.1 , 26 , 24 , 199 , 41 , 6 , 0 , 6 , 29 , 1 , 2 , 37 , 0 , 2 , 4.98 , 5.61 , 1.62 , 85.0 , 74.9 , 0.13 , -1.60 
136,김창훈,23롯, 0.12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.1 , 1 , 1 , 17 , 5 , 0 , 1 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 2.08 , 3.67 , 1.39 , 200.3 , 113.1 , 0.12 , 0.10 
137,한재승,23N, 0.11 , 11 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 9.2 , 5 , 4 , 44 , 9 , 1 , 0 , 2 , 5 , 0 , 0 , 10 , 0 , 1 , 3.72 , 5.62 , 1.45 , 111.8 , 75.6 , 0.11 , -0.24 
138,최지광,23삼, 0.10 , 22 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 17.1 , 10 , 10 , 82 , 17 , 2 , 0 , 4 , 9 , 0 , 1 , 18 , 0 , 0 , 5.19 , 6.10 , 1.50 , 81.6 , 69.5 , 0.10 , -0.69 
139,송은범,23L, 0.10 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 1 , 1 , 17 , 6 , 0 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 2.45 , 4.81 , 2.46 , 166.3 , 86.2 , 0.10 , -0.10 
140,이상영,23L, 0.10 , 6 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 11.0 , 5 , 4 , 54 , 12 , 3 , 0 , 0 , 8 , 0 , 3 , 4 , 0 , 0 , 3.27 , 5.72 , 1.82 , 124.7 , 72.3 , 0.10 , -0.14 
141,김유신,23K, 0.10 , 27 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 30.1 , 19 , 19 , 141 , 34 , 8 , 0 , 2 , 19 , 0 , 3 , 12 , 0 , 0 , 5.64 , 5.68 , 1.75 , 73.3 , 72.7 , 0.10 , -0.64 
142,김대유,23K, 0.10 , 41 , 0 , 0 , 0 , 0 , 2 , 0 , 4 , 24.2 , 15 , 14 , 110 , 26 , 1 , 1 , 2 , 8 , 1 , 6 , 20 , 0 , 0 , 5.11 , 4.46 , 1.38 , 80.9 , 91.9 , 0.10 , -0.55 
143,박승주,23키, 0.10 , 18 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 18.0 , 11 , 7 , 91 , 19 , 3 , 2 , 2 , 13 , 0 , 2 , 15 , 0 , 5 , 3.50 , 5.72 , 1.78 , 117.3 , 70.9 , 0.10 , -0.77 
144,이민석,23롯, 0.09 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0.00 , 4.19 , 0.75 ,  , 99.5 , 0.09 , 0.10 
145,최지강,23두, 0.09 , 25 , 0 , 0 , 0 , 2 , 1 , 0 , 2 , 22.0 , 13 , 13 , 102 , 16 , 4 , 0 , 0 , 21 , 0 , 0 , 14 , 0 , 0 , 5.32 , 5.03 , 1.68 , 76.6 , 82.4 , 0.09 , 0.41 
146,윤호솔,23L, 0.09 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 1 , 1 , 17 , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 4 , 0 , 0 , 2.45 , 3.72 , 1.64 , 166.3 , 111.7 , 0.09 , 0.04 
147,박신지,23두, 0.08 , 15 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 26.0 , 16 , 16 , 129 , 39 , 13 , 0 , 1 , 11 , 0 , 3 , 15 , 0 , 2 , 5.54 , 4.40 , 1.92 , 73.5 , 92.9 , 0.08 , -0.64 
148,홍원표,23삼, 0.08 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 1 , 1 , 15 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 2.45 , 4.53 , 1.09 , 172.5 , 91.2 , 0.08 , 0.01 
149,임정호,23N, 0.08 , 65 , 0 , 0 , 0 , 4 , 4 , 0 , 15 , 50.0 , 30 , 26 , 216 , 51 , 9 , 1 , 3 , 17 , 0 , 4 , 49 , 1 , 4 , 4.68 , 3.52 , 1.36 , 89.0 , 119.4 , 0.08 , -0.29 
150,김정운,23K, 0.08 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.0 , 4 , 3 , 35 , 6 , 2 , 0 , 0 , 6 , 0 , 2 , 3 , 0 , 0 , 3.86 , 6.01 , 1.71 , 109.5 , 69.2 , 0.08 , -0.04 
151,이승호,23키, 0.08 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 5.0 , 3 , 3 , 24 , 5 , 3 , 0 , 1 , 4 , 0 , 0 , 1 , 0 , 0 , 5.40 , 8.04 , 1.80 , 76.0 , 50.4 , 0.08 , -0.05 
152,김강현,23롯, 0.05 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 1 , 1 , 13 , 1 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 3.00 , 6.44 , 1.00 , 138.7 , 64.6 , 0.05 , -0.00 
153,서동민,23S, 0.05 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 0.00 , 10.44 , 3.00 ,  , 39.8 , 0.05 , -0.05 
154,김시훈,23N, 0.05 , 61 , 0 , 0 , 0 , 4 , 3 , 3 , 12 , 52.2 , 32 , 26 , 245 , 57 , 10 , 1 , 3 , 34 , 0 , 1 , 49 , 0 , 3 , 4.44 , 4.32 , 1.73 , 93.7 , 97.5 , 0.05 , -1.51 
155,박영완,23롯, 0.05 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0.00 , 4.44 , 1.00 ,  , 94.0 , 0.05 , 0.01 
156,하준수,23N, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0.00 , 7.44 , 2.00 ,  , 56.5 , 0.04 , 0.00 
157,하준호,23K, 0.04 , 12 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 13.0 , 9 , 7 , 65 , 14 , 1 , 0 , 0 , 10 , 2 , 5 , 6 , 0 , 4 , 4.85 , 5.52 , 1.85 , 87.1 , 75.5 , 0.04 , -0.15 
158,송승기,23L, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 6.44 , 2.00 ,  , 64.2 , 0.04 , 0.00 
159,김태욱,23롯, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.44 , 0.00 ,  , 120.5 , 0.04 , 0.00 
160,유승철,23K, 0.03 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 6.44 , 1.00 ,  , 64.7 , 0.03 , 0.00 
161,류원석,23한, 0.03 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 1 , 1 , 8 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 4.50 , 3.94 , 0.50 , 92.3 , 105.7 , 0.03 , 0.00 
162,심창민,23N, 0.02 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 3.1 , 2 , 1 , 18 , 2 , 0 , 0 , 0 , 5 , 0 , 1 , 5 , 0 , 0 , 2.70 , 5.84 , 2.10 , 154.2 , 71.8 , 0.02 , 0.05 
163,이우석,23N, 0.02 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 7.94 , 1.50 ,  , 52.7 , 0.02 , 0.00 
164,조현우,23K, 0.02 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 2 , 2 , 17 , 6 , 1 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 1 , 6.00 , 4.78 , 2.67 , 70.4 , 87.2 , 0.02 , 0.01 
165,박세진,23K, 0.02 , 16 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 11.2 , 8 , 5 , 66 , 15 , 2 , 0 , 1 , 14 , 0 , 0 , 10 , 0 , 2 , 3.86 , 6.44 , 2.49 , 109.5 , 64.7 , 0.02 , -0.20 
166,오석주,23L, 0.01 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10.0 , 7 , 7 , 44 , 12 , 2 , 0 , 2 , 3 , 0 , 0 , 11 , 0 , 2 , 6.30 , 4.74 , 1.50 , 64.8 , 84.1 , 0.01 , -0.08 
167,김민규,23두, 0.00 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 8.1 , 5 , 4 , 37 , 6 , 2 , 1 , 0 , 4 , 0 , 2 , 5 , 0 , 2 , 4.32 , 4.40 , 1.20 , 94.3 , 94.1 , 0.00 , -0.12 
168,손주영,23L, 0.00 , 3 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 8.2 , 7 , 5 , 46 , 12 , 0 , 0 , 0 , 6 , 0 , 0 , 5 , 1 , 0 , 5.19 , 4.37 , 2.08 , 78.6 , 95.0 , 0.00 , -0.00 
169,김주한,23S, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 3 , 3 , 3 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  , 0.00 , -0.01 
170,고봉재,23두, -0.00 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 11.1 , 8 , 8 , 53 , 12 , 2 , 1 , 0 , 7 , 0 , 1 , 7 , 0 , 0 , 6.35 , 4.33 , 1.68 , 64.1 , 95.9 , -0.00 , -0.21 
171,김영현,23K, -0.01 , 31 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 33.0 , 22 , 20 , 150 , 30 , 7 , 0 , 4 , 20 , 1 , 1 , 35 , 0 , 2 , 5.45 , 4.72 , 1.52 , 77.4 , 88.6 , -0.01 , -0.36 
172,홍성민,23키, -0.01 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 2 , 2 , 12 , 5 , 0 , 1 , 1 , 1 , 0 , 0 , 1 , 0 , 1 , 9.00 , 10.44 , 3.00 , 45.6 , 38.1 , -0.01 , -0.01 
173,한두솔,23S, -0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 1 , 1 , 6 , 1 , 0 , 1 , 0 , 1 , 0 , 1 , 2 , 0 , 0 , 9.00 , 5.44 , 2.00 , 46.5 , 77.7 , -0.01 , -0.01 
174,박권후,23삼, -0.01 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.2 , 2 , 1 , 13 , 4 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 3.38 , 9.44 , 1.88 , 125.5 , 45.1 , -0.01 , -0.02 
175,성동현,23L, -0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 1 , 1 , 6 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 9.00 , 4.44 , 3.00 , 45.4 , 93.3 , -0.01 , -0.00 
176,오원석,23S, -0.02 , 28 , 1 , 0 , 27 , 8 , 10 , 0 , 0 , 144.2 , 92 , 84 , 648 , 158 , 22 , 2 , 11 , 69 , 0 , 9 , 88 , 0 , 11 , 5.23 , 4.83 , 1.57 , 80.1 , 87.3 , -0.02 , -1.20 
177,이기순,23S, -0.02 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 3 , 3 , 16 , 3 , 0 , 0 , 1 , 4 , 0 , 0 , 3 , 0 , 0 , 9.00 , 9.78 , 2.33 , 46.5 , 43.9 , -0.02 , -0.01 
178,채지선,23LN, -0.02 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.1 , 3 , 3 , 17 , 4 , 1 , 1 , 0 , 4 , 0 , 0 , 2 , 0 , 1 , 8.10 , 5.84 , 2.40 , 51.2 , 71.6 , -0.02 , -0.01 
179,이로운,23S, -0.04 , 50 , 0 , 0 , 0 , 6 , 1 , 0 , 5 , 57.2 , 39 , 36 , 268 , 67 , 13 , 1 , 7 , 29 , 2 , 1 , 52 , 0 , 3 , 5.62 , 4.67 , 1.67 , 74.5 , 91.1 , -0.04 , -0.04 
180,김준형,23키, -0.04 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.2 , 6 , 6 , 36 , 4 , 3 , 0 , 0 , 6 , 0 , 3 , 5 , 0 , 0 , 7.04 , 5.66 , 1.30 , 58.3 , 73.1 , -0.04 , -0.03 
181,양지율,23키, -0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 1 , 1 , 6 , 1 , 0 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 13.50 , 10.94 , 6.00 , 30.4 , 37.3 , -0.04 , -0.04 
182,장재영,23키, -0.04 , 23 , 0 , 0 , 17 , 1 , 5 , 0 , 0 , 71.2 , 46 , 44 , 339 , 63 , 15 , 0 , 4 , 66 , 0 , 8 , 67 , 2 , 8 , 5.53 , 5.40 , 1.80 , 74.3 , 75.6 , -0.04 , -0.78 
