순,이름,연도,WAR,-,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,고의사구,삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,--
367,강승호,7+두2B, 4.28 , 554 , 1825 , 1652 , 215 , 416 , 88 , 11 , 34 , 628 , 226 , 37 , 15 , 107 , 20 , 1 , 438 , 35 , 26 , 20 , .252 , .302 , .380 , .682 , .307 , 79.6 , 4.28 ,
368,조영훈,11N1B, 4.26 , 855 , 2034 , 1786 , 219 , 459 , 94 , 6 , 47 , 706 , 258 , 35 , 17 , 189 , 15 , 4 , 442 , 19 , 22 , 22 , .257 , .330 , .395 , .725 , .331 , 91.7 , 4.26 ,
369,김도영,2+K3B, 4.23 , 182 , 616 , 543 , 104 , 149 , 29 , 9 , 10 , 226 , 64 , 38 , 6 , 58 , 4 , 1 , 121 , 17 , 6 , 5 , .274 , .346 , .416 , .762 , .349 , 114.4 , 4.23 ,
370,이광길,9빙1B, 4.21 , 561 , 1548 , 1256 , 148 , 288 , 56 , 7 , 7 , 379 , 120 , 48 , 36 , 206 , 19 , 2 , 183 , 32 , 54 , 11 , .229 , .344 , .302 , .646 , .306 , 84.7 , 4.21 ,
371,조용호,6쌍RF, 4.18 , 361 , 988 , 843 , 132 , 246 , 30 , 6 , 6 , 306 , 60 , 24 , 32 , 94 , 24 , 0 , 149 , 13 , 21 , 5 , .292 , .377 , .363 , .740 , .346 , 114.8 , 4.18 ,
372,오태곤,11+S1B, 4.16 , 1010 , 2609 , 2367 , 386 , 613 , 128 , 7 , 60 , 935 , 270 , 116 , 41 , 152 , 40 , 1 , 609 , 51 , 34 , 16 , .259 , .313 , .395 , .708 , .317 , 82.1 , 4.16 ,
373,박현영,11OC, 4.14 , 522 , 1172 , 1060 , 100 , 248 , 38 , 7 , 22 , 366 , 121 , 8 , 4 , 49 , 21 , 1 , 210 , 34 , 35 , 7 , .234 , .280 , .345 , .625 , .281 , 70.7 , 4.14 ,
374,김문호,13롯LF, 4.12 , 703 , 2227 , 1946 , 251 , 548 , 98 , 8 , 20 , 722 , 208 , 46 , 34 , 205 , 37 , 8 , 387 , 39 , 33 , 6 , .282 , .360 , .371 , .731 , .336 , 98.0 , 4.12 ,
375,김용운,9롯C, 4.02 , 592 , 1660 , 1484 , 127 , 367 , 52 , 4 , 9 , 454 , 162 , 10 , 10 , 82 , 17 , 2 , 129 , 52 , 65 , 12 , .247 , .292 , .306 , .598 , .274 , 64.3 , 4.02 ,
376,박지상,3한CF, 4.00 , 229 , 680 , 578 , 71 , 156 , 30 , 3 , 2 , 198 , 52 , 14 , 12 , 77 , 7 , 1 , 79 , 11 , 15 , 3 , .270 , .361 , .343 , .704 , .327 , 107.4 , 4.00 ,
377,손지환,14KSS, 3.99 , 908 , 2282 , 2044 , 230 , 493 , 82 , 4 , 47 , 724 , 217 , 16 , 19 , 112 , 52 , 1 , 246 , 48 , 56 , 18 , .241 , .295 , .354 , .649 , .293 , 69.9 , 3.99 ,
378,에레디아,1+SLF, 3.98 , 118 , 506 , 457 , 75 , 148 , 28 , 0 , 12 , 212 , 73 , 11 , 8 , 39 , 8 , 4 , 74 , 12 , 1 , 1 , .324 , .386 , .464 , .850 , .393 , 141.4 , 3.98 ,
379,김성욱,9+NCF, 3.97 , 829 , 2041 , 1799 , 304 , 439 , 83 , 10 , 61 , 725 , 230 , 54 , 21 , 165 , 29 , 2 , 418 , 44 , 29 , 19 , .244 , .315 , .403 , .718 , .318 , 82.5 , 3.97 ,
380,양승관,8삼RF, 3.96 , 444 , 1473 , 1334 , 150 , 330 , 66 , 6 , 31 , 501 , 154 , 14 , 19 , 99 , 12 , 6 , 202 , 29 , 20 , 8 , .247 , .304 , .376 , .679 , .312 , 92.5 , 3.96 ,
381,마티니,1+NLF, 3.96 , 139 , 576 , 510 , 67 , 153 , 34 , 1 , 16 , 237 , 85 , 13 , 4 , 51 , 8 , 5 , 86 , 8 , 0 , 7 , .300 , .368 , .465 , .833 , .376 , 134.9 , 3.96 ,
382,권준헌,10현P, 3.95 , 475 , 1452 , 1322 , 127 , 338 , 59 , 5 , 17 , 458 , 127 , 25 , 18 , 80 , 4 , 2 , 235 , 37 , 29 , 11 , .256 , .298 , .346 , .644 , .291 , 76.7 , 3.95 ,
383,임병욱,7+넥CF, 3.91 , 508 , 1493 , 1365 , 214 , 356 , 76 , 11 , 29 , 541 , 177 , 54 , 15 , 96 , 13 , 2 , 433 , 19 , 13 , 6 , .261 , .314 , .396 , .711 , .319 , 82.5 , 3.91 ,
384,김재걸,13삼SS, 3.87 , 1124 , 2437 , 2128 , 270 , 490 , 72 , 13 , 14 , 630 , 170 , 119 , 54 , 182 , 33 , 1 , 501 , 46 , 78 , 16 , .230 , .299 , .296 , .595 , .274 , 61.0 , 3.87 ,
385,박연수,10롯RF, 3.84 , 488 , 1028 , 901 , 106 , 232 , 42 , 3 , 31 , 373 , 137 , 6 , 8 , 101 , 15 , 3 , 283 , 17 , 7 , 4 , .257 , .341 , .414 , .755 , .341 , 104.1 , 3.84 ,
386,푸이그,1+키RF, 3.78 , 126 , 547 , 473 , 65 , 131 , 30 , 0 , 21 , 224 , 73 , 6 , 3 , 58 , 12 , 1 , 100 , 6 , 0 , 4 , .277 , .368 , .474 , .841 , .382 , 143.4 , 3.78 ,
387,정원석,10한2B, 3.75 , 542 , 1138 , 971 , 138 , 250 , 36 , 7 , 16 , 348 , 104 , 38 , 25 , 95 , 43 , 3 , 233 , 25 , 19 , 10 , .257 , .347 , .358 , .705 , .328 , 94.9 , 3.75 ,
388,김정수,5롯1B, 3.73 , 345 , 1150 , 966 , 129 , 226 , 46 , 6 , 23 , 353 , 114 , 20 , 18 , 156 , 7 , 2 , 137 , 14 , 12 , 8 , .234 , .342 , .365 , .708 , .330 , 107.2 , 3.73 ,
389,디아즈,2S3B, 3.69 , 182 , 709 , 626 , 81 , 164 , 38 , 0 , 29 , 289 , 89 , 7 , 5 , 54 , 15 , 1 , 74 , 20 , 6 , 8 , .262 , .331 , .462 , .793 , .350 , 108.9 , 3.69 ,
390,마틴,1+NCF, 3.64 , 113 , 483 , 418 , 54 , 121 , 20 , 2 , 17 , 196 , 87 , 15 , 3 , 55 , 1 , 2 , 102 , 7 , 0 , 9 , .289 , .367 , .469 , .835 , .381 , 132.0 , 3.64 ,
391,김태완,11삼2B, 3.58 , 513 , 1143 , 968 , 126 , 234 , 51 , 1 , 21 , 350 , 114 , 8 , 6 , 121 , 15 , 2 , 205 , 25 , 27 , 11 , .242 , .332 , .362 , .693 , .318 , 81.4 , 3.58 ,
392,라이온,2롯1B, 3.51 , 227 , 972 , 896 , 117 , 253 , 68 , 3 , 23 , 396 , 128 , 10 , 4 , 62 , 7 , 5 , 136 , 16 , 3 , 4 , .282 , .332 , .442 , .774 , .349 , 108.9 , 3.51 ,
393,김용달,7M3B, 3.48 , 313 , 681 , 590 , 66 , 153 , 28 , 4 , 12 , 225 , 71 , 7 , 5 , 77 , 2 , 3 , 102 , 24 , 7 , 4 , .259 , .345 , .381 , .726 , .336 , 110.2 , 3.48 ,
394,김헌곤,11+삼LF, 3.43 , 783 , 2523 , 2235 , 285 , 600 , 89 , 10 , 36 , 817 , 268 , 60 , 31 , 198 , 41 , 2 , 287 , 69 , 25 , 24 , .268 , .336 , .366 , .701 , .322 , 89.0 , 3.43 ,
395,김휘집,3+키SS, 3.42 , 254 , 910 , 766 , 94 , 174 , 35 , 1 , 16 , 259 , 93 , 1 , 0 , 100 , 21 , 0 , 233 , 14 , 12 , 11 , .227 , .329 , .338 , .667 , .314 , 90.1 , 3.42 ,
396,발데스,1LRF, 3.37 , 116 , 512 , 435 , 50 , 123 , 15 , 0 , 13 , 177 , 72 , 4 , 1 , 70 , 2 , 4 , 49 , 14 , 0 , 5 , .283 , .381 , .407 , .788 , .368 , 127.1 , 3.37 ,
397,정형식,6삼CF, 3.34 , 350 , 871 , 734 , 114 , 176 , 36 , 8 , 9 , 255 , 73 , 37 , 19 , 86 , 19 , 0 , 147 , 11 , 27 , 5 , .240 , .333 , .347 , .680 , .315 , 79.8 , 3.34 ,
398,초이스,2넥RF, 3.29 , 142 , 598 , 525 , 92 , 144 , 27 , 1 , 34 , 275 , 103 , 2 , 1 , 50 , 17 , 2 , 128 , 9 , 0 , 6 , .274 , .353 , .524 , .877 , .373 , 119.6 , 3.29 ,
399,정보명,9롯3B, 3.28 , 439 , 1330 , 1189 , 112 , 322 , 66 , 6 , 9 , 427 , 137 , 11 , 14 , 94 , 20 , 0 , 236 , 36 , 17 , 10 , .271 , .332 , .359 , .691 , .322 , 90.0 , 3.28 ,
400,신본기,11+롯SS, 3.28 , 916 , 2396 , 2070 , 276 , 507 , 83 , 2 , 28 , 678 , 241 , 19 , 20 , 193 , 59 , 5 , 444 , 54 , 54 , 20 , .245 , .324 , .328 , .652 , .300 , 72.3 , 3.28 ,
401,김태연,6+한3B, 3.25 , 308 , 1022 , 876 , 108 , 221 , 45 , 0 , 15 , 311 , 117 , 13 , 7 , 115 , 13 , 2 , 230 , 16 , 5 , 13 , .252 , .343 , .355 , .698 , .328 , 91.6 , 3.25 ,
402,윤요섭,10LC, 3.25 , 501 , 1042 , 905 , 93 , 228 , 35 , 1 , 26 , 343 , 135 , 10 , 7 , 89 , 19 , 3 , 199 , 34 , 17 , 12 , .252 , .328 , .379 , .707 , .322 , 83.1 , 3.25 ,
403,이영욱,9삼CF, 3.25 , 535 , 1103 , 955 , 173 , 232 , 40 , 7 , 12 , 322 , 104 , 73 , 23 , 104 , 18 , 3 , 264 , 10 , 16 , 10 , .243 , .326 , .337 , .663 , .307 , 71.8 , 3.25 ,
404,김용선,9한2B, 3.24 , 410 , 1061 , 911 , 103 , 208 , 40 , 5 , 18 , 312 , 79 , 20 , 16 , 93 , 12 , 0 , 224 , 18 , 38 , 7 , .228 , .306 , .342 , .648 , .293 , 80.7 , 3.24 ,
405,김인태,8+두RF, 3.23 , 451 , 1147 , 962 , 124 , 235 , 42 , 2 , 19 , 338 , 120 , 4 , 4 , 159 , 9 , 1 , 201 , 22 , 10 , 7 , .244 , .354 , .351 , .706 , .333 , 95.8 , 3.23 ,
406,김현준,3+삼CF, 3.19 , 238 , 897 , 792 , 119 , 218 , 29 , 10 , 3 , 276 , 68 , 10 , 8 , 75 , 11 , 0 , 162 , 7 , 16 , 3 , .275 , .345 , .348 , .694 , .324 , 94.0 , 3.19 ,
407,김준태,8+KC, 3.17 , 495 , 1209 , 1020 , 115 , 234 , 43 , 4 , 18 , 339 , 133 , 5 , 2 , 164 , 5 , 2 , 292 , 17 , 11 , 9 , .229 , .336 , .332 , .669 , .316 , 82.2 , 3.17 ,
408,박재용,7해RF, 3.16 , 546 , 1753 , 1562 , 167 , 385 , 74 , 8 , 23 , 544 , 195 , 12 , 5 , 130 , 25 , 2 , 276 , 32 , 22 , 14 , .246 , .312 , .348 , .660 , .302 , 82.8 , 3.16 ,
409,김민혁,7+kRF, 3.14 , 663 , 2060 , 1814 , 264 , 508 , 54 , 13 , 9 , 615 , 156 , 67 , 38 , 163 , 24 , 2 , 278 , 32 , 45 , 14 , .280 , .345 , .339 , .684 , .318 , 83.1 , 3.14 ,
410,펠로우,1롯RF, 3.14 , 109 , 443 , 398 , 56 , 113 , 15 , 1 , 23 , 199 , 69 , 3 , 4 , 30 , 11 , 2 , 84 , 6 , 0 , 4 , .284 , .348 , .500 , .848 , .378 , 131.8 , 3.14 ,
411,강병식,11현DH, 3.11 , 761 , 1528 , 1305 , 147 , 308 , 56 , 5 , 39 , 491 , 174 , 11 , 12 , 166 , 32 , 4 , 305 , 35 , 13 , 12 , .236 , .334 , .376 , .710 , .328 , 95.4 , 3.11 ,
412,칸투,1두1B, 3.10 , 111 , 419 , 376 , 56 , 116 , 25 , 1 , 18 , 197 , 72 , 1 , 0 , 34 , 7 , 0 , 85 , 11 , 0 , 2 , .309 , .375 , .524 , .899 , .395 , 134.8 , 3.10 ,
413,손주인,15L2B, 3.04 , 1007 , 2720 , 2362 , 285 , 635 , 99 , 8 , 21 , 813 , 233 , 28 , 23 , 184 , 42 , 1 , 344 , 67 , 102 , 30 , .269 , .329 , .344 , .673 , .303 , 73.9 , 3.04 ,
414,피에,1한CF, 3.03 , 119 , 498 , 445 , 61 , 145 , 33 , 2 , 17 , 233 , 92 , 9 , 11 , 41 , 0 , 1 , 60 , 11 , 0 , 12 , .326 , .374 , .524 , .897 , .390 , 115.7 , 3.03 ,
415,이시온,2롯, 2.98 , 94 , 391 , 350 , 46 , 99 , 19 , 1 , 13 , 159 , 46 , 7 , 1 , 35 , 6 , 1 , 99 , 10 , 0 , 0 , .283 , .358 , .454 , .812 , .366 , 120.8 , 2.98 ,
416,이희성,9태2B, 2.97 , 643 , 1930 , 1680 , 198 , 401 , 58 , 19 , 11 , 530 , 117 , 82 , 48 , 144 , 16 , 4 , 250 , 26 , 77 , 13 , .239 , .303 , .315 , .618 , .281 , 70.8 , 2.97 ,
417,심광호,13한C, 2.95 , 512 , 921 , 815 , 74 , 176 , 28 , 2 , 27 , 289 , 95 , 8 , 3 , 50 , 26 , 1 , 237 , 21 , 23 , 7 , .216 , .281 , .355 , .635 , .287 , 67.6 , 2.95 ,
418,하득인,4태, 2.94 , 326 , 785 , 679 , 59 , 161 , 35 , 2 , 11 , 233 , 95 , 8 , 5 , 60 , 27 , 6 , 88 , 20 , 11 , 8 , .237 , .320 , .343 , .664 , .304 , 90.5 , 2.94 ,
419,치멜리스,1한2B, 2.93 , 118 , 455 , 409 , 48 , 114 , 22 , 0 , 17 , 187 , 63 , 1 , 3 , 29 , 5 , 4 , 58 , 7 , 9 , 3 , .279 , .332 , .457 , .789 , .341 , 112.7 , 2.93 ,
420,김태형,12OC, 2.90 , 827 , 2049 , 1835 , 163 , 432 , 76 , 4 , 9 , 543 , 157 , 12 , 12 , 100 , 17 , 1 , 164 , 37 , 78 , 18 , .235 , .279 , .296 , .575 , .260 , 51.5 , 2.90 ,
421,전근표,10현1B, 2.85 , 406 , 889 , 759 , 99 , 187 , 33 , 1 , 29 , 309 , 89 , 1 , 4 , 116 , 6 , 4 , 210 , 13 , 6 , 2 , .246 , .350 , .407 , .757 , .346 , 106.7 , 2.85 ,
422,김만후,3쌍3B, 2.82 , 202 , 602 , 538 , 64 , 139 , 23 , 3 , 8 , 192 , 59 , 12 , 3 , 51 , 8 , 1 , 57 , 25 , 3 , 2 , .258 , .331 , .357 , .687 , .322 , 94.5 , 2.82 ,
423,김동엽,8+SLF, 2.81 , 648 , 2170 , 2009 , 259 , 541 , 87 , 2 , 92 , 908 , 314 , 24 , 17 , 113 , 26 , 1 , 430 , 49 , 2 , 20 , .269 , .314 , .452 , .766 , .339 , 96.2 , 2.81 ,
424,박정환,12삼2B, 2.77 , 598 , 1406 , 1219 , 168 , 293 , 59 , 6 , 21 , 427 , 141 , 9 , 7 , 123 , 12 , 0 , 286 , 45 , 42 , 10 , .240 , .314 , .350 , .664 , .299 , 75.1 , 2.77 ,
425,조흥운,5삼SS, 2.76 , 282 , 859 , 774 , 100 , 187 , 33 , 8 , 5 , 251 , 71 , 69 , 29 , 59 , 2 , 0 , 105 , 11 , 23 , 1 , .242 , .297 , .324 , .621 , .285 , 76.0 , 2.76 ,
426,문우람,4넥LF, 2.72 , 279 , 868 , 764 , 113 , 213 , 57 , 4 , 12 , 314 , 96 , 8 , 6 , 74 , 10 , 1 , 140 , 12 , 12 , 8 , .279 , .347 , .411 , .758 , .343 , 98.2 , 2.72 ,
427,유민상,7K1B, 2.70 , 367 , 1121 , 954 , 116 , 251 , 56 , 2 , 23 , 380 , 156 , 3 , 1 , 124 , 27 , 1 , 203 , 33 , 5 , 11 , .263 , .360 , .398 , .759 , .350 , 100.6 , 2.70 ,
428,지화선,5빙, 2.68 , 229 , 604 , 546 , 57 , 145 , 29 , 4 , 2 , 188 , 42 , 12 , 9 , 41 , 4 , 0 , 71 , 5 , 6 , 7 , .266 , .318 , .344 , .662 , .308 , 92.6 , 2.68 ,
429,강종필,7삼, 2.68 , 427 , 651 , 564 , 111 , 137 , 17 , 3 , 15 , 205 , 54 , 39 , 15 , 55 , 12 , 1 , 148 , 11 , 17 , 1 , .243 , .323 , .363 , .686 , .313 , 93.8 , 2.68 ,
430,박기혁,17롯SS, 2.68 , 1444 , 4196 , 3657 , 394 , 891 , 134 , 12 , 22 , 1115 , 337 , 79 , 46 , 344 , 24 , 0 , 712 , 104 , 145 , 26 , .244 , .311 , .305 , .616 , .283 , 58.2 , 2.68 ,
431,김석일,5롯C, 2.65 , 223 , 474 , 402 , 41 , 94 , 13 , 3 , 6 , 131 , 35 , 8 , 5 , 55 , 7 , 1 , 64 , 6 , 7 , 3 , .234 , .334 , .326 , .660 , .312 , 94.5 , 2.65 ,
432,오윤석,7+K2B, 2.64 , 472 , 1232 , 1060 , 132 , 262 , 47 , 2 , 20 , 373 , 126 , 11 , 3 , 121 , 17 , 3 , 263 , 29 , 22 , 12 , .247 , .331 , .352 , .683 , .315 , 81.5 , 2.64 ,
433,전상렬,16두CF, 2.64 , 1196 , 2950 , 2630 , 399 , 640 , 99 , 21 , 23 , 850 , 221 , 114 , 42 , 198 , 43 , 3 , 434 , 34 , 67 , 12 , .243 , .306 , .323 , .629 , .288 , 70.1 , 2.64 ,
434,렉스,2+롯CF, 2.63 , 111 , 485 , 421 , 52 , 122 , 14 , 3 , 12 , 178 , 64 , 3 , 1 , 54 , 6 , 4 , 98 , 7 , 0 , 4 , .290 , .375 , .423 , .798 , .369 , 126.4 , 2.63 ,
435,송영운,7MCF, 2.61 , 354 , 945 , 817 , 80 , 214 , 30 , 4 , 2 , 258 , 84 , 20 , 19 , 103 , 4 , 2 , 86 , 13 , 13 , 8 , .262 , .344 , .316 , .660 , .313 , 93.4 , 2.61 ,
436,브라운,1SRF, 2.61 , 138 , 539 , 464 , 82 , 121 , 21 , 2 , 28 , 230 , 76 , 5 , 2 , 66 , 7 , 4 , 127 , 12 , 0 , 2 , .261 , .360 , .496 , .856 , .374 , 118.8 , 2.61 ,
437,마이로우,1롯LF, 2.61 , 70 , 269 , 208 , 42 , 48 , 9 , 1 , 12 , 95 , 30 , 0 , 2 , 52 , 6 , 0 , 74 , 2 , 1 , 2 , .231 , .396 , .457 , .852 , .394 , 155.0 , 2.61 ,
438,박재벌,7해LF, 2.60 , 393 , 1006 , 872 , 118 , 208 , 35 , 8 , 5 , 274 , 72 , 46 , 21 , 57 , 51 , 0 , 85 , 16 , 17 , 5 , .239 , .321 , .314 , .635 , .297 , 83.6 , 2.60 ,
439,로하스,1+두LF, 2.58 , 116 , 441 , 381 , 48 , 93 , 22 , 3 , 17 , 172 , 59 , 0 , 1 , 54 , 3 , 2 , 64 , 5 , 0 , 3 , .244 , .340 , .451 , .792 , .362 , 126.8 , 2.58 ,
440,대니돈,2넥RF, 2.56 , 149 , 554 , 467 , 70 , 130 , 35 , 1 , 17 , 218 , 72 , 1 , 0 , 77 , 5 , 4 , 88 , 11 , 1 , 4 , .278 , .383 , .467 , .850 , .380 , 114.9 , 2.56 ,
441,최해명,5삼, 2.55 , 240 , 618 , 543 , 58 , 141 , 32 , 2 , 3 , 186 , 55 , 8 , 5 , 57 , 9 , 1 , 62 , 22 , 7 , 2 , .260 , .339 , .343 , .681 , .323 , 97.0 , 2.55 ,
442,최항,7+S2B, 2.51 , 304 , 813 , 704 , 93 , 192 , 31 , 2 , 11 , 260 , 94 , 6 , 3 , 78 , 17 , 2 , 172 , 13 , 7 , 7 , .273 , .356 , .369 , .725 , .334 , 97.9 , 2.51 ,
443,정영기,9롯SS, 2.50 , 744 , 2169 , 1963 , 172 , 472 , 57 , 10 , 8 , 573 , 162 , 25 , 21 , 144 , 10 , 1 , 211 , 46 , 43 , 9 , .240 , .294 , .292 , .586 , .276 , 66.3 , 2.50 ,
444,유동효,6태3B, 2.50 , 435 , 1029 , 885 , 103 , 187 , 33 , 4 , 17 , 279 , 83 , 10 , 5 , 108 , 11 , 0 , 220 , 22 , 21 , 4 , .211 , .304 , .315 , .619 , .292 , 76.7 , 2.50 ,
445,윤혁,4쌍CF, 2.48 , 199 , 596 , 519 , 57 , 136 , 25 , 2 , 2 , 171 , 42 , 11 , 3 , 58 , 5 , 2 , 64 , 16 , 8 , 6 , .262 , .338 , .329 , .668 , .314 , 91.8 , 2.48 ,
446,브릭스,1해CF, 2.48 , 115 , 382 , 361 , 48 , 102 , 14 , 6 , 23 , 197 , 74 , 6 , 3 , 13 , 3 , 0 , 85 , 7 , 3 , 2 , .283 , .311 , .546 , .857 , .357 , 108.2 , 2.48 ,
447,김민식,9+SC, 2.44 , 817 , 2178 , 1864 , 227 , 424 , 61 , 8 , 23 , 570 , 213 , 11 , 6 , 221 , 23 , 3 , 364 , 36 , 54 , 16 , .227 , .315 , .306 , .620 , .288 , 63.6 , 2.44 ,
448,홍승규,8삼LF, 2.43 , 497 , 1355 , 1199 , 173 , 303 , 46 , 5 , 18 , 413 , 98 , 39 , 36 , 115 , 8 , 1 , 167 , 16 , 29 , 2 , .253 , .322 , .344 , .666 , .311 , 91.0 , 2.43 ,
449,김진한,4태C, 2.42 , 126 , 288 , 253 , 31 , 67 , 18 , 3 , 6 , 109 , 33 , 2 , 5 , 28 , 3 , 0 , 51 , 4 , 2 , 2 , .265 , .343 , .431 , .774 , .354 , 116.8 , 2.42 ,
450,추승우,11한CF, 2.41 , 503 , 1327 , 1151 , 160 , 278 , 37 , 8 , 5 , 346 , 91 , 60 , 17 , 114 , 36 , 4 , 252 , 11 , 17 , 9 , .242 , .327 , .301 , .627 , .299 , 73.3 , 2.41 ,
451,김일경,13히2B, 2.41 , 800 , 1800 , 1569 , 220 , 386 , 62 , 5 , 18 , 512 , 118 , 90 , 38 , 119 , 25 , 0 , 331 , 35 , 83 , 4 , .246 , .309 , .326 , .635 , .286 , 64.6 , 2.41 ,
452,스나이더,2넥RF, 2.40 , 150 , 600 , 531 , 105 , 142 , 33 , 1 , 30 , 267 , 88 , 4 , 4 , 46 , 14 , 0 , 166 , 2 , 3 , 6 , .267 , .338 , .503 , .841 , .364 , 106.3 , 2.40 ,
453,알드리지,1넥LF, 2.40 , 117 , 480 , 414 , 55 , 98 , 20 , 1 , 20 , 180 , 73 , 6 , 2 , 59 , 2 , 2 , 139 , 5 , 0 , 5 , .237 , .331 , .435 , .766 , .351 , 110.6 , 2.40 ,
454,지시완,8+롯C, 2.39 , 324 , 752 , 679 , 69 , 166 , 30 , 0 , 19 , 253 , 85 , 1 , 0 , 54 , 9 , 1 , 199 , 22 , 8 , 2 , .244 , .308 , .373 , .680 , .309 , 77.5 , 2.39 ,
455,산토스,1해DH, 2.38 , 130 , 541 , 484 , 74 , 150 , 19 , 0 , 26 , 247 , 107 , 1 , 0 , 46 , 1 , 8 , 66 , 17 , 1 , 9 , .310 , .365 , .510 , .875 , .382 , 121.2 , 2.38 ,
456,오정복,8kLF, 2.37 , 425 , 1219 , 1070 , 155 , 306 , 50 , 4 , 19 , 421 , 127 , 7 , 8 , 103 , 13 , 1 , 138 , 19 , 21 , 12 , .286 , .352 , .393 , .746 , .337 , 90.3 , 2.37 ,
457,이주형,2+키CF, 2.37 , 80 , 255 , 225 , 35 , 70 , 13 , 4 , 6 , 109 , 36 , 5 , 2 , 19 , 6 , 2 , 59 , 2 , 3 , 2 , .311 , .377 , .484 , .861 , .389 , 137.1 , 2.37 ,
458,김근석,6삼2B, 2.36 , 394 , 1133 , 1020 , 92 , 258 , 44 , 0 , 14 , 344 , 98 , 8 , 14 , 57 , 28 , 0 , 107 , 23 , 25 , 3 , .253 , .310 , .337 , .647 , .301 , 85.9 , 2.36 ,
459,마틴,1LDH, 2.35 , 107 , 420 , 358 , 45 , 104 , 16 , 4 , 9 , 155 , 52 , 7 , 0 , 51 , 6 , 3 , 57 , 7 , 0 , 5 , .291 , .383 , .433 , .816 , .375 , 124.5 , 2.35 ,
460,도슨,1+키CF, 2.34 , 55 , 254 , 222 , 37 , 74 , 14 , 2 , 3 , 101 , 29 , 9 , 2 , 18 , 9 , 0 , 39 , 3 , 0 , 5 , .333 , .398 , .455 , .853 , .397 , 144.9 , 2.34 ,
461,오선진,14+한SS, 2.34 , 1106 , 2960 , 2612 , 275 , 629 , 93 , 6 , 18 , 788 , 230 , 49 , 28 , 200 , 57 , 0 , 509 , 75 , 77 , 14 , .241 , .307 , .302 , .609 , .284 , 62.8 , 2.34 ,
462,윤재호,8해SS, 2.31 , 615 , 1560 , 1313 , 139 , 294 , 42 , 5 , 5 , 361 , 115 , 50 , 31 , 146 , 20 , 0 , 183 , 27 , 70 , 11 , .224 , .309 , .275 , .584 , .273 , 64.3 , 2.31 ,
463,전종화,10쌍C, 2.30 , 355 , 587 , 521 , 52 , 117 , 19 , 2 , 12 , 176 , 60 , 8 , 4 , 41 , 8 , 0 , 116 , 11 , 13 , 4 , .225 , .289 , .338 , .627 , .288 , 75.6 , 2.30 ,
464,박계범,7+두SS, 2.30 , 416 , 1122 , 964 , 131 , 230 , 41 , 2 , 16 , 323 , 116 , 19 , 11 , 100 , 19 , 2 , 239 , 23 , 27 , 12 , .239 , .319 , .335 , .654 , .302 , 74.8 , 2.30 ,
465,이인구,9롯CF, 2.29 , 347 , 973 , 840 , 114 , 206 , 33 , 7 , 10 , 283 , 74 , 27 , 12 , 79 , 23 , 1 , 169 , 14 , 27 , 4 , .245 , .326 , .337 , .663 , .306 , 78.1 , 2.29 ,
466,김태군,15+NC, 2.27 , 1291 , 3332 , 2920 , 265 , 727 , 113 , 2 , 25 , 919 , 301 , 3 , 7 , 172 , 88 , 1 , 439 , 109 , 124 , 28 , .249 , .308 , .315 , .622 , .284 , 61.6 , 2.27 ,
467,김건우,3MP, 2.27 , 150 , 498 , 459 , 50 , 117 , 18 , 1 , 13 , 176 , 60 , 3 , 0 , 34 , 1 , 0 , 86 , 10 , 1 , 3 , .255 , .306 , .383 , .689 , .321 , 97.0 , 2.27 ,
468,양용모,10빙C, 2.25 , 746 , 1885 , 1658 , 210 , 395 , 71 , 7 , 21 , 543 , 187 , 83 , 32 , 159 , 19 , 5 , 391 , 41 , 40 , 9 , .238 , .311 , .328 , .638 , .292 , 73.3 , 2.25 ,
469,박선일,8삼C, 2.24 , 287 , 554 , 495 , 42 , 118 , 20 , 1 , 7 , 161 , 44 , 3 , 6 , 37 , 5 , 0 , 74 , 10 , 12 , 5 , .238 , .295 , .325 , .621 , .286 , 76.0 , 2.24 ,
470,문희성,9두RF, 2.24 , 412 , 1020 , 908 , 110 , 224 , 36 , 2 , 30 , 354 , 144 , 14 , 9 , 72 , 31 , 1 , 175 , 25 , 4 , 5 , .247 , .322 , .390 , .712 , .326 , 92.2 , 2.24 ,
471,정수성,14현CF, 2.21 , 722 , 1230 , 1071 , 212 , 258 , 34 , 10 , 7 , 333 , 58 , 127 , 40 , 73 , 36 , 1 , 237 , 14 , 41 , 9 , .241 , .309 , .311 , .620 , .285 , 65.2 , 2.21 ,
472,고메즈,1SSS, 2.19 , 117 , 492 , 456 , 74 , 129 , 31 , 0 , 21 , 223 , 62 , 16 , 8 , 25 , 5 , 2 , 87 , 11 , 2 , 4 , .283 , .325 , .489 , .814 , .353 , 95.5 , 2.19 ,
473,고승민,3+롯RF, 2.18 , 216 , 658 , 571 , 73 , 152 , 35 , 5 , 7 , 218 , 60 , 9 , 7 , 71 , 1 , 3 , 127 , 9 , 9 , 6 , .266 , .345 , .382 , .727 , .334 , 100.4 , 2.18 ,
